ID,cb_person_cred_hist_length,loan_amnt,loan_int_rate,loan_intent,loan_percent_income,person_education,person_gender,person_home_ownership,person_income,previous_loan_defaults_on_file,loan_status
29431,8.0,5000.0,15.21,DEBTCONSOLIDATION,0.06,Doctorate,female,RENT,89523.0,No,1.0
29432,4.0,8000.0,8.9,PERSONAL,0.18,High School,male,RENT,45445.0,No,1.0
29433,5.0,9000.0,6.53,PERSONAL,0.12,Bachelor,male,MORTGAGE,77928.0,No,0.0
29434,8.0,7000.0,13.35,MEDICAL,0.17,Associate,female,OWN,41750.0,Yes,0.0
29435,6.0,8000.0,12.92,EDUCATION,0.16,Associate,male,RENT,50704.0,Yes,0.0
29436,6.0,10144.0,11.02,PERSONAL,0.16,High School,male,RENT,62693.0,No,1.0
29437,7.0,13600.0,16.32,VENTURE,0.12,High School,female,MORTGAGE,108806.0,No,0.0
29438,3.0,1790.0,10.48,MEDICAL,0.04,High School,male,RENT,49282.0,Yes,0.0
29439,8.0,9080.0,15.59,MEDICAL,0.11,Associate,female,RENT,80677.0,No,1.0
29440,5.0,10625.0,6.62,MEDICAL,0.26,High School,female,RENT,40590.0,No,1.0
29441,3.0,24194.0,11.0,HOMEIMPROVEMENT,0.4,Associate,male,MORTGAGE,61221.0,No,0.0
29442,9.0,1457.0,14.69,DEBTCONSOLIDATION,0.02,High School,male,RENT,65676.0,No,1.0
29443,4.0,2500.0,13.37,DEBTCONSOLIDATION,0.08,Associate,female,RENT,30954.0,Yes,0.0
29444,2.0,20000.0,18.64,VENTURE,0.3,High School,male,RENT,66951.0,No,1.0
29445,6.0,18000.0,10.42,MEDICAL,0.37,Bachelor,female,MORTGAGE,48965.0,No,0.0
29446,5.0,10333.0,11.92,VENTURE,0.19,Associate,male,RENT,54805.0,No,0.0
29447,8.0,9969.0,10.27,MEDICAL,0.34,Master,male,RENT,29585.0,No,1.0
29448,4.0,15000.0,16.5,MEDICAL,0.25,High School,male,MORTGAGE,59736.0,No,1.0
29449,5.0,5800.0,5.79,HOMEIMPROVEMENT,0.14,Associate,female,RENT,40027.0,No,1.0
29450,3.0,6200.0,11.01,DEBTCONSOLIDATION,0.11,Associate,male,RENT,55906.0,No,1.0
29451,10.0,5000.0,11.86,PERSONAL,0.06,Master,male,MORTGAGE,87414.0,No,1.0
29452,10.0,14000.0,8.49,VENTURE,0.28,Bachelor,male,RENT,49235.0,No,1.0
29453,8.0,7500.0,7.29,MEDICAL,0.1,Associate,female,MORTGAGE,78911.0,No,0.0
29454,4.0,8000.0,5.99,PERSONAL,0.27,Associate,male,OWN,29672.0,Yes,0.0
29455,9.0,10200.0,11.01,MEDICAL,0.07,Bachelor,female,MORTGAGE,139169.0,Yes,0.0
29456,3.0,1200.0,16.69,DEBTCONSOLIDATION,0.03,Associate,male,OWN,36715.0,No,1.0
29457,3.0,12000.0,6.92,HOMEIMPROVEMENT,0.13,Master,female,MORTGAGE,91068.0,Yes,0.0
29458,7.0,3600.0,9.25,MEDICAL,0.14,Associate,female,RENT,24963.0,Yes,0.0
29459,4.0,5000.0,9.88,EDUCATION,0.09,Bachelor,female,MORTGAGE,55491.0,Yes,0.0
29460,6.0,15000.0,13.97,DEBTCONSOLIDATION,0.08,Associate,male,MORTGAGE,188291.0,No,0.0
29461,4.0,10375.0,6.62,MEDICAL,0.11,Bachelor,male,MORTGAGE,95754.0,No,0.0
29462,13.0,21901.0,13.36,HOMEIMPROVEMENT,0.32,Master,female,RENT,68525.0,No,1.0
29463,4.0,12000.0,11.99,PERSONAL,0.26,Bachelor,male,MORTGAGE,46070.0,No,0.0
29464,5.0,1000.0,11.08,MEDICAL,0.03,Bachelor,female,MORTGAGE,31516.0,Yes,0.0
29465,4.0,15000.0,11.11,DEBTCONSOLIDATION,0.24,Master,male,RENT,61756.0,No,0.0
29466,8.0,1500.0,10.93,EDUCATION,0.04,Bachelor,male,RENT,33521.0,Yes,0.0
29467,15.0,10000.0,13.79,DEBTCONSOLIDATION,0.25,Bachelor,male,RENT,39888.0,No,1.0
29468,5.0,2100.0,7.14,PERSONAL,0.09,Master,male,OWN,23739.0,Yes,0.0
29469,5.0,10800.0,12.18,EDUCATION,0.27,High School,female,RENT,40629.0,No,1.0
29470,4.0,3720.0,6.69,EDUCATION,0.05,High School,male,RENT,76732.0,Yes,0.0
29471,7.0,13000.0,12.61,HOMEIMPROVEMENT,0.11,Master,male,MORTGAGE,120827.0,No,0.0
29472,2.0,4000.0,10.62,EDUCATION,0.06,Bachelor,male,RENT,65280.0,No,0.0
29473,8.0,10000.0,11.12,VENTURE,0.06,Bachelor,male,MORTGAGE,171452.0,No,0.0
29474,3.0,8950.0,13.22,EDUCATION,0.22,Master,male,RENT,40489.0,No,1.0
29475,10.0,25000.0,12.18,MEDICAL,0.18,Master,male,MORTGAGE,139976.0,Yes,0.0
29476,9.0,6000.0,10.99,MEDICAL,0.09,Associate,female,MORTGAGE,68182.0,Yes,0.0
29477,4.0,7244.0,11.09,MEDICAL,0.26,Bachelor,male,RENT,28213.0,No,1.0
29478,3.0,10000.0,7.51,HOMEIMPROVEMENT,0.06,Bachelor,male,MORTGAGE,154022.0,Yes,0.0
29479,10.0,4000.0,10.25,MEDICAL,0.12,Bachelor,female,RENT,32378.0,No,0.0
29480,4.0,11000.0,7.51,MEDICAL,0.19,High School,male,RENT,58708.0,Yes,0.0
29481,3.0,18000.0,9.99,VENTURE,0.07,High School,male,MORTGAGE,241365.0,Yes,0.0
29482,3.0,10000.0,13.53,EDUCATION,0.2,Associate,female,RENT,51261.0,Yes,0.0
29483,10.0,4000.0,5.79,MEDICAL,0.15,Master,female,RENT,25995.0,Yes,0.0
29484,3.0,8000.0,9.63,PERSONAL,0.11,High School,male,RENT,72729.0,No,0.0
29485,7.0,6020.0,6.94,DEBTCONSOLIDATION,0.14,Associate,female,RENT,41741.0,No,0.0
29486,2.0,20000.0,11.01,HOMEIMPROVEMENT,0.14,Associate,male,MORTGAGE,145083.0,No,0.0
29487,3.0,4800.0,6.76,PERSONAL,0.03,Bachelor,female,RENT,151335.0,Yes,0.0
29488,11.0,15000.0,14.5,HOMEIMPROVEMENT,0.17,High School,female,RENT,90573.0,Yes,0.0
29489,4.0,3000.0,10.75,VENTURE,0.08,High School,male,MORTGAGE,39646.0,Yes,0.0
29490,9.0,11494.0,15.19,DEBTCONSOLIDATION,0.09,Associate,female,MORTGAGE,121109.0,No,1.0
29491,4.0,13196.0,9.94,VENTURE,0.2,Bachelor,male,MORTGAGE,65696.0,Yes,0.0
29492,9.0,5000.0,10.38,DEBTCONSOLIDATION,0.03,Master,male,MORTGAGE,144931.0,Yes,0.0
29493,2.0,18000.0,8.49,EDUCATION,0.28,High School,male,MORTGAGE,63397.0,Yes,0.0
29494,3.0,4000.0,11.08,MEDICAL,0.18,Bachelor,male,RENT,22473.0,No,1.0
29495,3.0,7083.0,6.89,MEDICAL,0.08,Associate,female,RENT,87590.0,Yes,0.0
29496,5.0,20000.0,11.23,MEDICAL,0.25,Master,female,RENT,79070.0,No,1.0
29497,4.0,7000.0,10.59,VENTURE,0.08,Bachelor,female,OWN,90902.0,Yes,0.0
29498,7.0,3500.0,11.89,HOMEIMPROVEMENT,0.03,Bachelor,female,MORTGAGE,114878.0,Yes,0.0
29499,6.0,7000.0,7.89,HOMEIMPROVEMENT,0.15,Associate,male,MORTGAGE,47336.0,No,0.0
29500,6.0,3237.0,7.21,EDUCATION,0.04,High School,male,MORTGAGE,77966.0,No,0.0
29501,3.0,5000.0,12.18,MEDICAL,0.06,Bachelor,female,RENT,81951.0,Yes,0.0
29502,3.0,20000.0,6.54,DEBTCONSOLIDATION,0.18,Bachelor,female,RENT,109178.0,No,0.0
29503,10.0,19421.0,13.72,VENTURE,0.22,Bachelor,female,MORTGAGE,89929.0,No,1.0
29504,5.0,6125.0,13.23,EDUCATION,0.12,Associate,male,RENT,49057.0,Yes,0.0
29505,4.0,4400.0,11.49,DEBTCONSOLIDATION,0.14,Bachelor,female,MORTGAGE,32536.0,Yes,0.0
29506,2.0,25000.0,8.9,PERSONAL,0.12,Bachelor,male,RENT,210932.0,No,0.0
29507,2.0,5000.0,11.11,EDUCATION,0.05,Associate,female,RENT,103123.0,Yes,0.0
29508,16.0,5000.0,6.03,HOMEIMPROVEMENT,0.03,High School,male,MORTGAGE,179081.0,Yes,0.0
29509,2.0,15500.0,11.99,DEBTCONSOLIDATION,0.06,High School,male,MORTGAGE,240895.0,No,0.0
29510,4.0,7500.0,12.05,DEBTCONSOLIDATION,0.15,High School,female,RENT,49003.0,No,0.0
29511,2.0,14000.0,11.99,VENTURE,0.06,Bachelor,male,MORTGAGE,217134.0,Yes,0.0
29512,7.0,2090.0,11.01,DEBTCONSOLIDATION,0.04,High School,male,RENT,47716.0,Yes,0.0
29513,5.0,15000.0,16.32,HOMEIMPROVEMENT,0.08,High School,male,RENT,181009.0,Yes,0.0
29514,2.0,20000.0,13.11,DEBTCONSOLIDATION,0.13,Associate,male,MORTGAGE,151089.0,Yes,0.0
29515,3.0,1500.0,9.62,PERSONAL,0.02,Associate,male,RENT,66198.0,Yes,0.0
29516,10.0,5500.0,11.11,MEDICAL,0.1,Master,female,RENT,56760.0,No,1.0
29517,4.0,15000.0,7.49,EDUCATION,0.35,Master,male,MORTGAGE,43074.0,No,0.0
29518,3.0,23000.0,6.62,DEBTCONSOLIDATION,0.16,Associate,male,MORTGAGE,144659.0,No,0.0
29519,4.0,10000.0,11.49,PERSONAL,0.09,Associate,male,MORTGAGE,107342.0,Yes,0.0
29520,7.0,2600.0,5.99,HOMEIMPROVEMENT,0.04,Bachelor,female,MORTGAGE,69542.0,No,1.0
29521,4.0,6000.0,12.41,PERSONAL,0.1,Master,male,RENT,58363.0,Yes,0.0
29522,9.0,8500.0,14.11,HOMEIMPROVEMENT,0.14,Bachelor,female,MORTGAGE,59727.0,No,1.0
29523,4.0,8450.0,10.62,EDUCATION,0.18,Bachelor,female,RENT,47272.0,Yes,0.0
29524,3.0,5300.0,15.27,MEDICAL,0.15,High School,female,RENT,35685.0,Yes,0.0
29525,9.0,5379.0,13.01,MEDICAL,0.24,High School,female,RENT,22527.0,No,1.0
29526,4.0,6400.0,8.49,VENTURE,0.11,Bachelor,female,MORTGAGE,60742.0,No,0.0
29527,8.0,5000.0,13.56,PERSONAL,0.06,Associate,male,RENT,81175.0,Yes,0.0
29528,4.0,7750.0,6.17,PERSONAL,0.12,Bachelor,male,MORTGAGE,66888.0,Yes,0.0
29529,4.0,6000.0,7.98,MEDICAL,0.12,Associate,male,MORTGAGE,48473.0,Yes,0.0
29530,9.0,20000.0,11.71,DEBTCONSOLIDATION,0.25,Master,male,MORTGAGE,79055.0,Yes,0.0
29531,7.0,4800.0,7.14,VENTURE,0.05,Bachelor,female,RENT,93206.0,No,0.0
29532,4.0,3200.0,13.57,DEBTCONSOLIDATION,0.11,High School,male,RENT,30159.0,Yes,0.0
29533,9.0,2964.0,12.73,HOMEIMPROVEMENT,0.02,Doctorate,male,RENT,139003.0,Yes,0.0
29534,10.0,7000.0,8.66,PERSONAL,0.14,High School,female,RENT,48615.0,Yes,0.0
29535,2.0,6000.0,11.01,EDUCATION,0.06,Associate,male,RENT,102179.0,Yes,0.0
29536,11.0,13775.0,12.98,HOMEIMPROVEMENT,0.34,High School,female,RENT,40615.0,No,1.0
29537,11.0,18000.0,11.28,EDUCATION,0.08,Master,male,MORTGAGE,217126.0,No,0.0
29538,3.0,8640.0,12.83,MEDICAL,0.24,Bachelor,male,RENT,35310.0,No,1.0
29539,5.0,9227.0,10.12,MEDICAL,0.17,Bachelor,female,MORTGAGE,55039.0,Yes,0.0
29540,2.0,10000.0,10.37,HOMEIMPROVEMENT,0.29,Bachelor,female,OWN,34432.0,No,0.0
29541,2.0,7800.0,14.27,VENTURE,0.17,Bachelor,male,RENT,44742.0,Yes,0.0
29542,2.0,15000.0,6.91,EDUCATION,0.26,Bachelor,male,RENT,58791.0,No,1.0
29543,3.0,8000.0,10.74,MEDICAL,0.16,High School,male,MORTGAGE,49363.0,Yes,0.0
29544,14.0,19500.0,7.9,MEDICAL,0.23,High School,female,MORTGAGE,84798.0,No,0.0
29545,4.0,3000.0,5.91,MEDICAL,0.03,Master,male,MORTGAGE,96921.0,Yes,0.0
29546,2.0,10000.0,11.43,MEDICAL,0.31,Bachelor,female,RENT,32632.0,No,1.0
29547,5.0,7000.0,14.9,MEDICAL,0.04,High School,male,MORTGAGE,181130.0,No,0.0
29548,11.0,12000.0,10.99,PERSONAL,0.1,Associate,male,RENT,115257.0,No,0.0
29549,6.0,9000.0,13.23,HOMEIMPROVEMENT,0.13,High School,male,MORTGAGE,70598.0,No,0.0
29550,4.0,3600.0,13.49,HOMEIMPROVEMENT,0.05,High School,female,MORTGAGE,78662.0,Yes,0.0
29551,9.0,13000.0,11.61,VENTURE,0.2,Master,female,MORTGAGE,65743.0,Yes,0.0
29552,13.0,3500.0,7.29,DEBTCONSOLIDATION,0.04,Associate,female,MORTGAGE,92361.0,No,0.0
29553,3.0,3500.0,11.49,MEDICAL,0.03,Master,female,RENT,113944.0,Yes,0.0
29554,3.0,4800.0,11.01,PERSONAL,0.13,Bachelor,female,RENT,37192.0,No,1.0
29555,2.0,7500.0,11.01,EDUCATION,0.06,Bachelor,male,MORTGAGE,127280.0,Yes,0.0
29556,3.0,4000.0,12.73,HOMEIMPROVEMENT,0.08,High School,male,RENT,51784.0,No,1.0
29557,6.0,16000.0,13.49,HOMEIMPROVEMENT,0.12,High School,male,RENT,129026.0,No,0.0
29558,3.0,8000.0,9.54,HOMEIMPROVEMENT,0.11,High School,female,MORTGAGE,69577.0,Yes,0.0
29559,4.0,12000.0,6.92,EDUCATION,0.13,Master,male,MORTGAGE,91218.0,Yes,0.0
29560,6.0,8000.0,5.99,PERSONAL,0.2,High School,female,MORTGAGE,39514.0,No,0.0
29561,3.0,2500.0,7.66,MEDICAL,0.04,Master,male,MORTGAGE,67105.0,No,1.0
29562,4.0,6000.0,16.07,EDUCATION,0.1,High School,female,RENT,60570.0,Yes,0.0
29563,3.0,12000.0,11.01,MEDICAL,0.17,Bachelor,female,OTHER,71937.0,No,1.0
29564,7.0,13600.0,7.88,EDUCATION,0.21,Associate,female,MORTGAGE,63394.0,Yes,0.0
29565,5.0,11216.0,8.27,PERSONAL,0.36,Associate,female,RENT,30932.0,No,1.0
29566,14.0,15000.0,10.39,VENTURE,0.14,Bachelor,male,MORTGAGE,107215.0,Yes,0.0
29567,7.0,2400.0,14.72,MEDICAL,0.11,High School,male,MORTGAGE,21682.0,No,1.0
29568,6.0,4000.0,10.99,VENTURE,0.09,Associate,male,MORTGAGE,43090.0,No,0.0
29569,3.0,3600.0,11.01,EDUCATION,0.06,Associate,female,OWN,60983.0,Yes,0.0
29570,3.0,8500.0,14.24,VENTURE,0.16,High School,male,MORTGAGE,52522.0,Yes,0.0
29571,6.0,10000.0,11.01,DEBTCONSOLIDATION,0.06,Associate,female,MORTGAGE,168926.0,No,0.0
29572,15.0,15000.0,11.86,DEBTCONSOLIDATION,0.17,Doctorate,male,MORTGAGE,87227.0,No,0.0
29573,4.0,10000.0,9.87,MEDICAL,0.14,Bachelor,male,RENT,70744.0,No,0.0
29574,6.0,4800.0,11.01,EDUCATION,0.06,Bachelor,female,RENT,78863.0,No,0.0
29575,4.0,12242.0,10.83,MEDICAL,0.28,High School,female,RENT,44083.0,No,1.0
29576,4.0,6000.0,11.01,PERSONAL,0.05,Bachelor,male,RENT,132949.0,Yes,0.0
29577,5.0,6000.0,11.99,DEBTCONSOLIDATION,0.06,Associate,female,RENT,106273.0,Yes,0.0
29578,2.0,9450.0,16.77,DEBTCONSOLIDATION,0.29,Bachelor,female,RENT,32394.0,No,1.0
29579,3.0,5600.0,8.57,MEDICAL,0.07,Bachelor,male,RENT,84674.0,Yes,0.0
29580,8.0,15600.0,12.84,MEDICAL,0.19,Associate,female,RENT,82654.0,No,0.0
29581,10.0,4000.0,15.33,HOMEIMPROVEMENT,0.07,Associate,male,RENT,57773.0,No,1.0
29582,7.0,24250.0,12.18,EDUCATION,0.33,Master,male,OWN,72864.0,Yes,0.0
29583,10.0,10000.0,11.11,MEDICAL,0.11,Bachelor,female,MORTGAGE,90685.0,Yes,0.0
29584,6.0,9191.0,13.89,MEDICAL,0.19,High School,female,MORTGAGE,48354.0,No,1.0
29585,7.0,10000.0,9.2,PERSONAL,0.11,Bachelor,female,RENT,93789.0,Yes,0.0
29586,2.0,7000.0,11.17,VENTURE,0.09,High School,female,RENT,79355.0,Yes,0.0
29587,2.0,10000.0,14.84,DEBTCONSOLIDATION,0.09,Associate,male,RENT,106531.0,No,1.0
29588,14.0,2700.0,5.79,DEBTCONSOLIDATION,0.05,Master,female,MORTGAGE,57941.0,No,0.0
29589,4.0,10000.0,13.06,PERSONAL,0.07,Bachelor,female,MORTGAGE,138382.0,Yes,0.0
29590,4.0,4000.0,16.32,MEDICAL,0.11,Associate,female,MORTGAGE,36441.0,No,1.0
29591,4.0,9000.0,11.01,EDUCATION,0.12,Associate,male,OWN,76332.0,Yes,0.0
29592,3.0,11000.0,11.01,PERSONAL,0.11,High School,male,RENT,98628.0,Yes,0.0
29593,11.0,6725.0,16.45,EDUCATION,0.11,High School,male,RENT,61889.0,Yes,0.0
29594,2.0,12000.0,13.57,VENTURE,0.06,Bachelor,female,MORTGAGE,205060.0,No,0.0
29595,4.0,7500.0,9.91,PERSONAL,0.2,Master,male,RENT,38259.0,Yes,0.0
29596,4.0,4000.0,6.17,EDUCATION,0.06,High School,male,RENT,62428.0,Yes,0.0
29597,10.0,4800.0,12.99,MEDICAL,0.07,High School,male,RENT,65810.0,Yes,0.0
29598,10.0,12000.0,10.86,MEDICAL,0.21,Master,male,RENT,56253.0,No,0.0
29599,2.0,2500.0,11.99,EDUCATION,0.03,Bachelor,female,MORTGAGE,85169.0,Yes,0.0
29600,10.0,20000.0,13.78,EDUCATION,0.1,Associate,male,MORTGAGE,205000.0,No,0.0
29601,4.0,15000.0,11.01,EDUCATION,0.1,High School,female,MORTGAGE,145211.0,Yes,0.0
29602,4.0,8600.0,13.11,DEBTCONSOLIDATION,0.06,High School,female,MORTGAGE,136330.0,No,0.0
29603,4.0,17010.0,8.6,HOMEIMPROVEMENT,0.27,Master,female,RENT,62254.0,No,1.0
29604,10.0,4000.0,9.62,PERSONAL,0.07,Master,female,RENT,58454.0,Yes,0.0
29605,3.0,15750.0,16.35,VENTURE,0.27,Bachelor,female,OWN,58593.0,Yes,0.0
29606,4.0,12589.0,7.96,VENTURE,0.54,High School,female,RENT,23386.0,No,1.0
29607,6.0,5200.0,15.23,MEDICAL,0.12,Bachelor,male,MORTGAGE,43070.0,Yes,0.0
29608,7.0,8000.0,11.48,VENTURE,0.11,High School,male,RENT,75614.0,Yes,0.0
29609,5.0,4400.0,11.01,HOMEIMPROVEMENT,0.05,Doctorate,male,MORTGAGE,97058.0,Yes,0.0
29610,4.0,20000.0,11.49,HOMEIMPROVEMENT,0.2,Bachelor,male,MORTGAGE,98481.0,Yes,0.0
29611,6.0,20000.0,13.8,VENTURE,0.25,Associate,male,RENT,78839.0,No,1.0
29612,9.0,10000.0,11.01,PERSONAL,0.12,Associate,male,MORTGAGE,84485.0,No,0.0
29613,3.0,12000.0,8.9,PERSONAL,0.12,High School,male,RENT,97884.0,Yes,0.0
29614,12.0,5000.0,11.01,HOMEIMPROVEMENT,0.1,High School,male,OWN,49267.0,Yes,0.0
29615,9.0,8000.0,7.74,VENTURE,0.22,High School,male,RENT,37132.0,No,0.0
29616,10.0,35000.0,18.64,MEDICAL,0.25,High School,female,MORTGAGE,137684.0,No,1.0
29617,5.0,11000.0,8.94,MEDICAL,0.18,Master,female,MORTGAGE,61382.0,Yes,0.0
29618,2.0,14075.0,9.91,EDUCATION,0.2,Bachelor,male,MORTGAGE,69575.0,Yes,0.0
29619,2.0,12250.0,12.23,DEBTCONSOLIDATION,0.16,High School,female,RENT,74686.0,Yes,0.0
29620,8.0,20000.0,13.49,HOMEIMPROVEMENT,0.2,Master,male,RENT,101511.0,No,0.0
29621,2.0,10000.0,5.79,EDUCATION,0.23,Associate,male,RENT,42756.0,Yes,0.0
29622,3.0,2500.0,7.14,HOMEIMPROVEMENT,0.06,Associate,female,MORTGAGE,40862.0,Yes,0.0
29623,9.0,6000.0,11.02,DEBTCONSOLIDATION,0.12,Bachelor,female,RENT,49054.0,Yes,0.0
29624,3.0,13000.0,13.48,VENTURE,0.21,Master,male,MORTGAGE,62309.0,Yes,0.0
29625,2.0,17500.0,11.01,DEBTCONSOLIDATION,0.2,Bachelor,male,MORTGAGE,89641.0,No,0.0
29626,4.0,7500.0,13.49,DEBTCONSOLIDATION,0.17,Master,male,RENT,44481.0,No,0.0
29627,3.0,3500.0,12.87,EDUCATION,0.04,Bachelor,male,RENT,89921.0,Yes,0.0
29628,7.0,10000.0,13.23,VENTURE,0.1,Bachelor,male,OWN,103166.0,No,0.0
29629,2.0,10000.0,10.06,EDUCATION,0.15,Associate,male,RENT,65750.0,No,1.0
29630,3.0,9000.0,7.14,EDUCATION,0.05,Bachelor,female,RENT,169438.0,Yes,0.0
29631,4.0,15000.0,11.89,MEDICAL,0.26,High School,male,RENT,58323.0,No,1.0
29632,14.0,8725.0,7.29,EDUCATION,0.13,Associate,male,RENT,65786.0,Yes,0.0
29633,4.0,16965.0,7.5,MEDICAL,0.19,Bachelor,female,MORTGAGE,87232.0,No,0.0
29634,16.0,3000.0,11.01,VENTURE,0.14,Bachelor,female,RENT,21964.0,No,1.0
29635,3.0,15000.0,12.68,DEBTCONSOLIDATION,0.17,Bachelor,female,RENT,87881.0,No,0.0
29636,4.0,6000.0,14.84,PERSONAL,0.15,High School,male,RENT,39383.0,No,1.0
29637,2.0,4000.0,10.37,MEDICAL,0.06,High School,male,RENT,70923.0,Yes,0.0
29638,13.0,18000.0,9.91,VENTURE,0.29,Associate,male,OWN,62219.0,Yes,0.0
29639,9.0,10000.0,15.33,PERSONAL,0.13,Bachelor,female,RENT,76447.0,Yes,0.0
29640,2.0,5000.0,7.49,EDUCATION,0.15,High School,male,MORTGAGE,32377.0,Yes,0.0
29641,3.0,5000.0,16.45,DEBTCONSOLIDATION,0.06,Master,female,OWN,81463.0,No,1.0
29642,9.0,8875.0,10.65,VENTURE,0.3,Master,male,RENT,29376.0,No,1.0
29643,8.0,10000.0,15.68,EDUCATION,0.14,High School,female,MORTGAGE,69371.0,No,1.0
29644,3.0,4550.0,13.72,EDUCATION,0.17,Bachelor,male,RENT,26272.0,No,0.0
29645,3.0,8800.0,14.59,VENTURE,0.1,Master,male,RENT,91174.0,Yes,0.0
29646,2.0,12000.0,6.91,MEDICAL,0.12,Associate,male,RENT,101741.0,No,0.0
29647,2.0,15000.0,10.99,DEBTCONSOLIDATION,0.29,High School,male,RENT,52561.0,No,1.0
29648,5.0,15000.0,11.48,MEDICAL,0.28,Bachelor,female,RENT,54037.0,No,1.0
29649,3.0,5000.0,16.49,DEBTCONSOLIDATION,0.12,Master,male,RENT,42323.0,No,1.0
29650,4.0,7000.0,7.23,EDUCATION,0.08,Bachelor,female,RENT,91886.0,No,0.0
29651,4.0,16000.0,15.52,HOMEIMPROVEMENT,0.24,Bachelor,male,RENT,65915.0,No,1.0
29652,2.0,10600.0,5.79,EDUCATION,0.12,Bachelor,female,MORTGAGE,90982.0,Yes,0.0
29653,5.0,18000.0,10.99,HOMEIMPROVEMENT,0.16,Bachelor,male,MORTGAGE,110382.0,Yes,0.0
29654,9.0,17143.0,16.78,MEDICAL,0.24,Associate,male,MORTGAGE,71389.0,No,1.0
29655,12.0,5000.0,9.3,VENTURE,0.11,High School,female,MORTGAGE,43847.0,Yes,0.0
29656,13.0,5000.0,10.99,PERSONAL,0.08,Associate,female,RENT,59327.0,Yes,0.0
29657,3.0,10000.0,13.06,PERSONAL,0.19,Bachelor,male,RENT,53955.0,No,1.0
29658,7.0,6000.0,8.38,DEBTCONSOLIDATION,0.03,High School,female,MORTGAGE,181256.0,No,0.0
29659,2.0,20000.0,7.88,PERSONAL,0.15,Associate,male,MORTGAGE,132964.0,Yes,0.0
29660,5.0,17078.0,9.18,VENTURE,0.48,Master,male,MORTGAGE,35468.0,Yes,0.0
29661,7.0,7000.0,10.36,EDUCATION,0.12,High School,male,RENT,57345.0,Yes,0.0
29662,10.0,24250.0,11.36,MEDICAL,0.16,Associate,female,MORTGAGE,153118.0,No,0.0
29663,2.0,10000.0,10.59,EDUCATION,0.15,High School,male,RENT,66916.0,Yes,0.0
29664,3.0,23000.0,11.01,PERSONAL,0.43,High School,male,RENT,52984.0,No,1.0
29665,3.0,15000.0,11.13,DEBTCONSOLIDATION,0.38,Associate,male,RENT,39503.0,No,1.0
29666,4.0,6500.0,11.99,VENTURE,0.1,Associate,male,MORTGAGE,67588.0,Yes,0.0
29667,9.0,5000.0,12.23,MEDICAL,0.08,Associate,male,RENT,63150.0,Yes,0.0
29668,3.0,4800.0,11.22,DEBTCONSOLIDATION,0.13,High School,female,RENT,36757.0,Yes,0.0
29669,11.0,14000.0,11.48,PERSONAL,0.14,High School,female,MORTGAGE,102330.0,Yes,0.0
29670,4.0,4500.0,6.76,EDUCATION,0.07,Associate,male,RENT,64305.0,Yes,0.0
29671,4.0,6000.0,11.36,DEBTCONSOLIDATION,0.04,Associate,female,RENT,169050.0,Yes,0.0
29672,2.0,16000.0,16.69,EDUCATION,0.1,High School,male,RENT,163372.0,Yes,0.0
29673,4.0,5000.0,15.13,MEDICAL,0.08,Master,female,MORTGAGE,63342.0,Yes,0.0
29674,2.0,5000.0,9.62,HOMEIMPROVEMENT,0.21,High School,male,RENT,24035.0,No,1.0
29675,3.0,2314.0,8.28,PERSONAL,0.01,Bachelor,male,MORTGAGE,227251.0,No,0.0
29676,9.0,21000.0,12.42,DEBTCONSOLIDATION,0.19,High School,male,MORTGAGE,109379.0,Yes,0.0
29677,6.0,20000.0,11.01,HOMEIMPROVEMENT,0.22,Associate,male,RENT,91385.0,Yes,0.0
29678,5.0,14400.0,13.35,DEBTCONSOLIDATION,0.12,Master,male,RENT,120644.0,No,0.0
29679,3.0,7000.0,6.75,EDUCATION,0.1,High School,male,RENT,72981.0,Yes,0.0
29680,10.0,10000.0,14.18,EDUCATION,0.09,Associate,female,RENT,108698.0,Yes,0.0
29681,3.0,6000.0,13.99,PERSONAL,0.12,Bachelor,female,RENT,48908.0,Yes,0.0
29682,2.0,9925.0,11.48,EDUCATION,0.18,Associate,female,MORTGAGE,55019.0,Yes,0.0
29683,7.0,3500.0,12.99,PERSONAL,0.04,Bachelor,female,RENT,97246.0,No,0.0
29684,4.0,8000.0,12.17,DEBTCONSOLIDATION,0.1,Bachelor,female,MORTGAGE,77941.0,No,1.0
29685,3.0,8000.0,15.96,PERSONAL,0.09,High School,female,RENT,85118.0,Yes,0.0
29686,5.0,4500.0,9.99,PERSONAL,0.07,High School,female,RENT,61173.0,Yes,0.0
29687,15.0,10000.0,11.26,VENTURE,0.07,Associate,male,RENT,135465.0,Yes,0.0
29688,6.0,2000.0,6.88,VENTURE,0.02,Master,male,RENT,83754.0,No,0.0
29689,14.0,21000.0,15.62,PERSONAL,0.29,High School,female,MORTGAGE,72381.0,Yes,0.0
29690,10.0,8000.0,5.42,VENTURE,0.09,Bachelor,male,MORTGAGE,91007.0,Yes,0.0
29691,2.0,9600.0,12.8,EDUCATION,0.29,Associate,male,MORTGAGE,33539.0,No,0.0
29692,10.0,8800.0,10.71,DEBTCONSOLIDATION,0.11,Associate,male,RENT,80191.0,No,0.0
29693,4.0,4000.0,10.99,MEDICAL,0.09,High School,female,RENT,44146.0,No,1.0
